antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER ROSEMARY","HERB MARKER THYME, HERB MARKER BASIL, HERB MARKER PARSLEY",0.012393576894061861,0.013147968531091712,0.011208104321586377,0.9043478260869564,68.7823235923022,1.0,0.011045153962595587,10.317089419902212,0.9978280394856126,0.7819548872180452,0.903073438709279,0.8784034212401995
"HERB MARKER THYME, HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER ROSEMARY",0.013147968531091712,0.012393576894061861,0.011208104321586377,0.8524590163934427,68.7823235923022,1.0,0.011045153962595587,6.693776867718028,0.9985908216496837,0.7819548872180452,0.8506075090697026,0.8784034212401995
"HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER THYME",0.013147968531091712,0.012393576894061861,0.011208104321586377,0.8524590163934427,68.7823235923022,1.0,0.011045153962595587,6.693776867718028,0.9985908216496837,0.7819548872180452,0.8506075090697026,0.8784034212401995
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER THYME",0.012716887595646082,0.01282465782950749,0.011208104321586377,0.8813559322033898,68.72354365475003,1.0,0.011045014589515909,8.320477884008437,0.9981422081902379,0.7819548872180452,0.8798145955147657,0.8776527560176612
"HERB MARKER CHIVES , HERB MARKER THYME","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.01282465782950749,0.012716887595646082,0.011208104321586377,0.8739495798319327,68.72354365475003,1.0,0.011045014589515909,7.8324460250745345,0.998251175680215,0.7819548872180452,0.8723259634603758,0.8776527560176612
"HERB MARKER MINT, HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER ROSEMARY",0.013471279232675935,0.012716887595646082,0.011746955490893416,0.8720000000000001,68.5702372881356,1.0,0.011575642747121915,7.713149315659022,0.9988725037232433,0.8134328358208956,0.8703512716952299,0.8978644067796611
"HERB MARKER CHIVES , HERB MARKER ROSEMARY","HERB MARKER MINT, HERB MARKER PARSLEY, HERB MARKER THYME",0.012716887595646082,0.013471279232675935,0.011746955490893416,0.9237288135593221,68.5702372881356,1.0,0.011575642747121915,12.93448767228271,0.9981092565312268,0.8134328358208956,0.9226873127613011,0.8978644067796611
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME",0.01196249595861623,0.01368681970039875,0.011208104321586377,0.9369369369369369,68.45541604596723,1.0,0.011044375796234048,15.640109001893672,0.9973224174385823,0.7761194029850745,0.9360618266868267,0.8779172873661062
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER THYME","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.01196249595861623,0.01368681970039875,0.011208104321586377,0.9369369369369369,68.45541604596723,1.0,0.011044375796234048,15.640109001893672,0.9973224174385823,0.7761194029850745,0.9360618266868267,0.8779172873661062
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER PARSLEY",0.01368681970039875,0.01196249595861623,0.011208104321586377,0.8188976377952755,68.45541604596721,1.0,0.011044375796234048,5.45568534840242,0.9990659880984399,0.7761194029850745,0.8167049717607288,0.8779172873661062
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER THYME",0.01368681970039875,0.01196249595861623,0.011208104321586377,0.8188976377952755,68.45541604596721,1.0,0.011044375796234048,5.45568534840242,0.9990659880984399,0.7761194029850745,0.8167049717607288,0.8779172873661062
"HERB MARKER CHIVES , HERB MARKER BASIL","HERB MARKER MINT, HERB MARKER PARSLEY, HERB MARKER THYME",0.012393576894061861,0.013471279232675935,0.011423644789309193,0.9217391304347825,68.42253913043477,1.0,0.011256687454277645,12.605644765360235,0.9977506320878252,0.7910447761194029,0.9206704600507262,0.8848695652173912
"HERB MARKER MINT, HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL",0.013471279232675935,0.012393576894061861,0.011423644789309193,0.848,68.42253913043477,1.0,0.011256687454277645,6.4974106783285395,0.9988405934512595,0.7910447761194029,0.8460925360104757,0.8848695652173912
"HERB MARKER CHIVES , HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY",0.012178036426339045,0.013471279232675935,0.011208104321586377,0.9203539823008849,68.31971681415929,1.0,0.011044050592381465,12.38641616074529,0.9975106581177933,0.7761194029850745,0.9192663973967568,0.8761769911504425
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER ROSEMARY, HERB MARKER THYME",0.013471279232675935,0.012178036426339045,0.011208104321586377,0.832,68.31971681415929,1.0,0.011044050592381465,5.879892640319409,0.998818297171476,0.7761194029850745,0.8299288675540039,0.8761769911504425
"HERB MARKER CHIVES , HERB MARKER MINT","HERB MARKER THYME, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.013147968531091712,0.012501347127923267,0.011208104321586377,0.8524590163934427,68.18937252685134,1.0,0.011043737002952188,6.693046425021856,0.9984627145269277,0.7761194029850745,0.850591205185502,0.8745053702656869
"HERB MARKER THYME, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT",0.012501347127923267,0.013147968531091712,0.011208104321586377,0.896551724137931,68.18937252685133,1.0,0.011043737002952188,9.539569637532782,0.9978089137753003,0.7761194029850745,0.8951734681965559,0.8745053702656869
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER PARSLEY",0.01282465782950749,0.01282465782950749,0.011208104321586377,0.8739495798319327,68.14603488454205,1.0,0.01104363247314243,7.831591047885901,0.9981262596573732,0.7761194029850745,0.8723120252467799,0.8739495798319327
"HERB MARKER CHIVES , HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER THYME",0.01282465782950749,0.01282465782950749,0.011208104321586377,0.8739495798319327,68.14603488454205,1.0,0.01104363247314243,7.831591047885901,0.9981262596573732,0.7761194029850745,0.8723120252467799,0.8739495798319327
"HERB MARKER MINT, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.014333441103567195,0.0115314150231706,0.011208104321586377,0.7819548872180451,67.81083549996487,1.0,0.011042819463510972,4.533321441445458,0.9995805228010564,0.764705882352941,0.7794111860549761,0.8769587520202374
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER THYME",0.0115314150231706,0.014333441103567195,0.011208104321586377,0.9719626168224298,67.81083549996485,1.0,0.011042819463510972,35.155440600639295,0.9967469975510752,0.764705882352941,0.9715549006664472,0.8769587520202374
"HERB MARKER CHIVES , HERB MARKER BASIL","HERB MARKER ROSEMARY, HERB MARKER PARSLEY, HERB MARKER THYME",0.012393576894061861,0.013471279232675935,0.011315874555447785,0.9130434782608695,67.77704347826086,1.0,0.011148917220416237,11.34508028882422,0.9976096942487165,0.7777777777777777,0.9118560667230291,0.8765217391304347
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL",0.013471279232675935,0.012393576894061861,0.011315874555447785,0.84,67.77704347826086,1.0,0.011148917220416237,6.172540144412112,0.9986995016490319,0.7777777777777777,0.8379921431689218,0.8765217391304347
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY","HERB MARKER THYME, HERB MARKER PARSLEY",0.011639185257032008,0.014225670869705788,0.011208104321586377,0.9629629629629629,67.69191919191918,1.0,0.011042529102928309,26.615906886517905,0.9968294708235828,0.764705882352941,0.962428482927007,0.8754208754208754
"HERB MARKER THYME, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY",0.014225670869705788,0.011639185257032008,0.011208104321586377,0.7878787878787878,67.69191919191918,1.0,0.011042529102928309,4.659415269502563,0.9994449630395844,0.764705882352941,0.7853807951943379,0.8754208754208754
"HERB MARKER BASIL, HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER ROSEMARY",0.013147968531091712,0.012716887595646082,0.011315874555447785,0.8606557377049181,67.6781744929147,1.0,0.0111486733175268,7.08520821843125,0.9983504682860367,0.7777777777777779,0.858860887475596,0.8752431230897472
"HERB MARKER CHIVES , HERB MARKER ROSEMARY","HERB MARKER BASIL, HERB MARKER PARSLEY, HERB MARKER THYME",0.012716887595646082,0.013147968531091712,0.011315874555447785,0.8898305084745762,67.67817449291469,1.0,0.0111486733175268,8.95757997794855,0.9979145549716448,0.7777777777777779,0.8883627048307954,0.8752431230897472
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER BASIL",0.01368681970039875,0.012393576894061861,0.011423644789309193,0.8346456692913385,67.34501882916808,1.0,0.01125401613691714,5.972667415926386,0.9988217855257949,0.7794117647058822,0.8325706204009526,0.8781923998630605
"HERB MARKER CHIVES , HERB MARKER BASIL","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.012393576894061861,0.01368681970039875,0.011423644789309193,0.9217391304347825,67.34501882916808,1.0,0.01125401613691714,12.602890637161554,0.9975138565181225,0.7794117647058822,0.9206531240498631,0.8781923998630605
"HERB MARKER MINT, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.014333441103567195,0.012178036426339045,0.011746955490893416,0.8195488721804511,67.29729190232217,1.0,0.01157240232301939,5.474180048137371,0.9994663531658698,0.7956204379562043,0.8173242401224532,0.8920753210459778
"HERB MARKER CHIVES , HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER THYME",0.012178036426339045,0.014333441103567195,0.011746955490893416,0.9646017699115045,67.29729190232217,1.0,0.01157240232301939,27.84508028882427,0.9972855406998741,0.7956204379562043,0.9640870132307949,0.8920753210459778
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME","HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.011639185257032008,0.014333441103567195,0.011208104321586377,0.9629629629629629,67.1829573934837,1.0,0.011041274745211202,26.61299709020365,0.9967162376387106,0.7591240875912408,0.9624243749544427,0.8724589250905039
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME",0.014333441103567195,0.011639185257032008,0.011208104321586377,0.7819548872180451,67.1829573934837,1.0,0.011041274745211202,4.53282718485568,0.9994406970680753,0.7591240875912408,0.7793871331911721,0.8724589250905039
"HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER THYME",0.013147968531091712,0.01282465782950749,0.011315874555447785,0.8606557377049181,67.10945033751206,1.0,0.011147256357883401,7.084434808517655,0.9982235812311164,0.7720588235294118,0.8588454792755388,0.8715043394406943
"HERB MARKER CHIVES , HERB MARKER THYME","HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.01282465782950749,0.013147968531091712,0.011315874555447785,0.8823529411764706,67.10945033751206,1.0,0.011147256357883401,8.388242267485719,0.9978966521106258,0.7720588235294118,0.880785512850985,0.8715043394406943
"HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY",0.014225670869705788,0.011854725724754822,0.011315874555447785,0.7954545454545454,67.10020661157024,1.0,0.01114723312903679,4.830932452012309,0.9993128113823424,0.7664233576642334,0.7930006246343906,0.875
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY","HERB MARKER PARSLEY, HERB MARKER THYME",0.011854725724754822,0.014225670869705788,0.011315874555447785,0.9545454545454546,67.10020661157024,1.0,0.01114723312903679,21.68703524086649,0.9969150709689482,0.7664233576642334,0.9538895017740541,0.875
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER THYME",0.01368681970039875,0.01282465782950749,0.011746955490893416,0.8582677165354331,66.92324488850659,1.0,0.01157142671146164,6.965070469758476,0.9987269038301149,0.7956204379562043,0.8564264346869306,0.8871170515450275
"HERB MARKER CHIVES , HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME",0.01282465782950749,0.01368681970039875,0.011746955490893416,0.9159663865546219,66.92324488850659,1.0,0.01157142671146164,11.737126845565266,0.9978546532590842,0.7956204379562043,0.9148002732561556,0.8871170515450275
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER PARSLEY",0.01368681970039875,0.01282465782950749,0.011746955490893416,0.8582677165354331,66.92324488850659,1.0,0.01157142671146164,6.965070469758476,0.9987269038301149,0.7956204379562043,0.8564264346869306,0.8871170515450275
"HERB MARKER CHIVES , HERB MARKER THYME","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.01282465782950749,0.01368681970039875,0.011746955490893416,0.9159663865546219,66.92324488850659,1.0,0.01157142671146164,11.737126845565266,0.9978546532590842,0.7956204379562043,0.9148002732561556,0.8871170515450275
"HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL",0.01368681970039875,0.012393576894061861,0.011315874555447785,0.8267716535433071,66.70968846285518,1.0,0.011146245903055732,5.701182533384278,0.998678404928405,0.7664233576642334,0.8245977928009981,0.8699075659020883
"HERB MARKER CHIVES , HERB MARKER BASIL","HERB MARKER MINT, HERB MARKER ROSEMARY, HERB MARKER THYME",0.012393576894061861,0.01368681970039875,0.011315874555447785,0.9130434782608695,66.70968846285518,1.0,0.011146245903055732,11.342601573445407,0.9973706636735881,0.7664233576642334,0.9118368044998479,0.8699075659020883
"HERB MARKER CHIVES , HERB MARKER ROSEMARY","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY",0.012716887595646082,0.013471279232675935,0.011423644789309193,0.8983050847457628,66.68298305084745,1.0,0.011252332045537692,9.700865754212025,0.9976911970967988,0.7737226277372263,0.8969164170150681,0.8731525423728814
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER ROSEMARY",0.013471279232675935,0.012716887595646082,0.011423644789309193,0.848,66.68298305084745,1.0,0.011252332045537692,6.495283634239169,0.9984541246016794,0.7737226277372263,0.8460421351380853,0.8731525423728814
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER PARSLEY",0.013363508998814527,0.01282465782950749,0.011423644789309193,0.8548387096774194,66.65586879913256,1.0,0.011252262358997853,6.800541246063394,0.9983388807023691,0.7737226277372263,0.8529528806874208,0.8727975060992139
"HERB MARKER CHIVES , HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME",0.01282465782950749,0.013363508998814527,0.011423644789309193,0.8907563025210083,66.65586879913255,1.0,0.011252262358997853,9.031518648395462,0.9977939358984922,0.7737226277372263,0.8892766500374043,0.8727975060992139
"HERB MARKER CHIVES , HERB MARKER THYME, HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY",0.012285806660200453,0.01368681970039875,0.011208104321586377,0.9122807017543859,66.65395772896808,1.0,0.011039950700954256,11.243970255415448,0.9972491501951403,0.7591240875912408,0.9110634431358116,0.8655891697748307
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER ROSEMARY","HERB MARKER CHIVES , HERB MARKER THYME, HERB MARKER PARSLEY",0.01368681970039875,0.012285806660200453,0.011208104321586377,0.8188976377952755,66.65395772896808,1.0,0.011039950700954256,5.453900111050194,0.9986656972834858,0.7591240875912408,0.8166449733881463,0.8655891697748307
"HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER ROSEMARY",0.014225670869705788,0.012393576894061861,0.011746955490893416,0.8257575757575758,66.62786561264822,1.0,0.011570648545100102,5.668002080434081,0.9992056351759188,0.7898550724637682,0.8235709892464586,0.8867918313570488
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER ROSEMARY","HERB MARKER PARSLEY, HERB MARKER THYME",0.012393576894061861,0.014225670869705788,0.011746955490893416,0.9478260869565217,66.62786561264822,1.0,0.011570648545100102,18.894007974997294,0.9973520236746102,0.7898550724637682,0.9470731672536968,0.8867918313570488
"HERB MARKER MINT, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER PARSLEY",0.014333441103567195,0.01196249595861623,0.011423644789309193,0.7969924812030075,66.62426336110546,1.0,0.011252181058034707,4.866999556944593,0.999314062441979,0.7681159420289856,0.7945346022123371,0.8759737180789813
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER MINT, HERB MARKER THYME",0.01196249595861623,0.014333441103567195,0.011423644789309193,0.954954954954955,66.62426336110546,1.0,0.011252181058034707,21.88179760750082,0.9969160574928381,0.7681159420289856,0.954299915485133,0.8759737180789813
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY","HERB MARKER MINT, HERB MARKER THYME",0.011854725724754822,0.014333441103567195,0.011315874555447785,0.9545454545454546,66.59569377990431,1.0,0.011145955542473069,21.684664295721543,0.9968008143381684,0.7608695652173912,0.9538844601713616,0.8720095693779903
"HERB MARKER MINT, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY",0.014333441103567195,0.011854725724754822,0.011315874555447785,0.7894736842105262,66.5956937799043,1.0,0.011145955542473069,4.693690052807413,0.9993075297033311,0.7608695652173912,0.7869480113196065,0.8720095693779903
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER ROSEMARY",0.013363508998814527,0.012716887595646082,0.011315874555447785,0.8467741935483871,66.58659103335157,1.0,0.011145932313626455,6.443321365165258,0.9983230605185821,0.7664233576642334,0.8448005394537151,0.8683023510114817
"HERB MARKER CHIVES , HERB MARKER ROSEMARY","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER THYME",0.012716887595646082,0.013363508998814527,0.011315874555447785,0.8898305084745762,66.58659103335155,1.0,0.011145932313626455,8.955623533703065,0.9976692084977207,0.7664233576642334,0.888338316563145,0.8683023510114817
"HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL",0.014225670869705788,0.012070266192477638,0.011423644789309193,0.803030303030303,66.52962662337661,1.0,0.01125193715514527,5.015643263945882,0.9991831531525958,0.7681159420289856,0.8006237789700209,0.8747294372294372
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER BASIL","HERB MARKER PARSLEY, HERB MARKER THYME",0.012070266192477638,0.014225670869705788,0.011423644789309193,0.9464285714285714,66.52962662337661,1.0,0.01125193715514527,18.401120810432147,0.9970031964532338,0.7681159420289856,0.9456554842337066,0.8747294372294372
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY, HERB MARKER THYME","HERB MARKER CHIVES , HERB MARKER MINT",0.013471279232675935,0.013147968531091712,0.011746955490893416,0.8720000000000001,66.32203278688526,1.0,0.011569835535468644,7.709781495850852,0.998371394266907,0.7898550724637683,0.8702946379818719,0.88272131147541
"HERB MARKER CHIVES , HERB MARKER MINT","HERB MARKER ROSEMARY, HERB MARKER PARSLEY, HERB MARKER THYME",0.013147968531091712,0.013471279232675935,0.011746955490893416,0.8934426229508198,66.32203278688526,1.0,0.011569835535468644,9.258192610277973,0.9980443096122382,0.7898550724637683,0.8919875571728924,0.88272131147541
"HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER THYME","HERB MARKER MINT, HERB MARKER PARSLEY",0.0115314150231706,0.014656751805151417,0.011208104321586377,0.9719626168224298,66.31500824628917,1.0,0.011039091233629571,35.143909185616124,0.9964104800563589,0.7482014388489208,0.9715455672640628,0.8683342495876855
"HERB MARKER MINT, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER THYME",0.014656751805151417,0.0115314150231706,0.011208104321586377,0.7647058823529411,66.31500824628917,1.0,0.011039091233629571,4.2009914861515245,0.9995709201659109,0.7482014388489208,0.7619609553372155,0.8683342495876855
"HERB MARKER BASIL, HERB MARKER MINT, HERB MARKER THYME, HERB MARKER PARSLEY, HERB MARKER ROSEMARY",HERB MARKER CHIVES ,0.012178036426339045,0.013902360168121564,0.011208104321586377,0.9203539823008849,66.20127598271249,1.0,0.011038800873046909,12.38100370011136,0.9970364977592778,0.753623188405797,0.9192311040185696,0.8632777663442409
HERB MARKER CHIVES ,"HERB MARKER BASIL, HERB MARKER MINT, HERB MARKER THYME, HERB MARKER PARSLEY, HERB MARKER ROSEMARY",0.013902360168121564,0.012178036426339045,0.011208104321586377,0.8062015503875969,66.20127598271249,1.0,0.011038800873046909,5.09716133204009,0.9987799495586381,0.753623188405797,0.8038123702865494,0.8632777663442409
"HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER THYME","HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.012393576894061861,0.014333441103567195,0.011746955490893416,0.9478260869565217,66.12690421706439,1.0,0.011569312886419849,18.891942378848285,0.9972368942691584,0.7841726618705037,0.9470673803706062,0.8836874795684864
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER MINT, HERB MARKER THYME",0.014333441103567195,0.012393576894061861,0.011746955490893416,0.8195488721804511,66.12690421706439,1.0,0.011569312886419849,5.472985594712075,0.9991995297488047,0.7841726618705037,0.8172843719950247,0.8836874795684864
"HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY","HERB MARKER CHIVES , HERB MARKER THYME",0.013471279232675935,0.01282465782950749,0.011423644789309193,0.848,66.1226218487395,1.0,0.011250880242624373,6.494574619542713,0.9983253016518193,0.7681159420289856,0.846025327510917,0.8693781512605041
"HERB MARKER CHIVES , HERB MARKER THYME","HERB MARKER MINT, HERB MARKER BASIL, HERB MARKER PARSLEY",0.01282465782950749,0.013471279232675935,0.011423644789309193,0.8907563025210083,66.12262184873948,1.0,0.011250880242624373,9.030532136254731,0.9976713767817417,0.7681159420289856,0.8892645544125449,0.8693781512605041
"HERB MARKER CHIVES , HERB MARKER MINT","HERB MARKER BASIL, HERB MARKER PARSLEY, HERB MARKER THYME",0.013147968531091712,0.013147968531091712,0.011423644789309193,0.8688524590163935,66.08263907551735,1.0,0.011250775712814616,7.52474673995043,0.9979889598842828,0.7681159420289856,0.867105161866672,0.8688524590163935
